,name,letters,check_sum,ids,common_letters,encrypted_names,decrypted_names
941,yflexwxoalrp-zxkav-xkxivpfp-913[xpafk],yflexwxoalrpzxkavxkxivpfp,xpafk,913,xpafk,yflexwxoalrp-zxkav-xkxivpfp,biohazardous candy analysis
942,frqvxphu-judgh-hjj-whfkqrorjb-569[hjrfq],frqvxphujudghhjjwhfkqrorjb,hjrfq,569,hjrfq,frqvxphu-judgh-hjj-whfkqrorjb,consumer grade egg technology
943,sbqiiyvyut-rkddo-tufbeocudj-218[dubio],sbqiiyvyutrkddotufbeocudj,dubio,218,dubio,sbqiiyvyut-rkddo-tufbeocudj,classified bunny deployment
946,rgllk-vqxxknqmz-etubbuzs-534[bklqu],rgllkvqxxknqmzetubbuzs,bklqu,534,bklqu,rgllk-vqxxknqmz-etubbuzs,fuzzy jellybean shipping
947,nchhg-bwx-amkzmb-lgm-nqvivkqvo-486[mvbgh],nchhgbwxamkzmblgmnqvivkqvo,mvbgh,486,mvbgh,nchhg-bwx-amkzmb-lgm-nqvivkqvo,fuzzy top secret dye financing
949,tmrszakd-okzrshb-fqzrr-sqzhmhmf-937[rzhms],tmrszakdokzrshbfqzrrsqzhmhmf,rzhms,937,rzhms,tmrszakd-okzrshb-fqzrr-sqzhmhmf,unstable plastic grass training
950,zhdsrqlchg-fdqgb-frdwlqj-vwrudjh-127[dhqrf],zhdsrqlchgfdqgbfrdwlqjvwrudjh,dhqrf,127,dhqrf,zhdsrqlchg-fdqgb-frdwlqj-vwrudjh,weaponized candy coating storage
951,eadalsjq-yjsvw-bwddqtwsf-ugflsafewfl-164[fswad],eadalsjqyjsvwbwddqtwsfugflsafewfl,fswad,164,fswad,eadalsjq-yjsvw-bwddqtwsf-ugflsafewfl,military grade jellybean containment
952,sbejpbdujwf-kfmmzcfbo-xpsltipq-883[bfpjm],sbejpbdujwfkfmmzcfboxpsltipq,bfpjm,883,bfpjm,sbejpbdujwf-kfmmzcfbo-xpsltipq,radioactive jellybean workshop
953,kfg-jvtivk-vxx-rthlzjzkzfe-919[kvzfj],kfgjvtivkvxxrthlzjzkzfe,kvzfj,919,kvzfj,kfg-jvtivk-vxx-rthlzjzkzfe,top secret egg acquisition
954,ltpedcxots-eaphixr-vgphh-gthtpgrw-349[hptge],ltpedcxotseaphixrvgphhgthtpgrw,hptge,349,hptge,ltpedcxots-eaphixr-vgphh-gthtpgrw,weaponized plastic grass research
955,bxaxipgn-vgpst-jchipqat-rpcsn-rjhidbtg-htgkxrt-531[tgphi],bxaxipgnvgpstjchipqatrpcsnrjhidbtghtgkxrt,tgphi,531,tgphi,bxaxipgn-vgpst-jchipqat-rpcsn-rjhidbtg-htgkxrt,military grade unstable candy customer service
957,zlkprjbo-doxab-zelzlixqb-pxibp-315[blpxz],zlkprjbodoxabzelzlixqbpxibp,blpxz,315,blpxz,zlkprjbo-doxab-zelzlixqb-pxibp,consumer grade chocolate sales
959,eqnqthwn-ecpfa-ceswkukvkqp-336[ekqcn],eqnqthwnecpfaceswkukvkqp,ekqcn,336,ekqcn,eqnqthwn-ecpfa-ceswkukvkqp,colorful candy acquisition
960,jvyyvzpcl-ihzrla-zlycpjlz-383[lzycj],jvyyvzpclihzrlazlycpjlz,lzycj,383,lzycj,jvyyvzpcl-ihzrla-zlycpjlz,corrosive basket services
961,wbhsfbohwcboz-pwcvonofrcig-suu-cdsfohwcbg-896[cobwf],wbhsfbohwcbozpwcvonofrcigsuucdsfohwcbg,cobwf,896,cobwf,wbhsfbohwcboz-pwcvonofrcig-suu-cdsfohwcbg,international biohazardous egg operations
962,nwzekwypera-bhksan-nayaerejc-186[aenkr],nwzekwyperabhksannayaerejc,aenkr,186,aenkr,nwzekwypera-bhksan-nayaerejc,radioactive flower receiving
963,tmrszakd-eknvdq-lzmzfdldms-989[dmzkl],tmrszakdeknvdqlzmzfdldms,dmzkl,989,dmzkl,tmrszakd-eknvdq-lzmzfdldms,unstable flower management
969,rgllk-qss-etubbuzs-430[sblue],rgllkqssetubbuzs,sblue,430,sblue,rgllk-qss-etubbuzs,fuzzy egg shipping
970,udglrdfwlyh-gbh-ghyhorsphqw-465[hgdlr],udglrdfwlyhgbhghyhorsphqw,hgdlr,465,hgdlr,udglrdfwlyh-gbh-ghyhorsphqw,radioactive dye development
972,tpspahyf-nyhkl-kfl-aljouvsvnf-981[flahk],tpspahyfnyhklkflaljouvsvnf,flahk,981,flahk,tpspahyf-nyhkl-kfl-aljouvsvnf,military grade dye technology
973,bxaxipgn-vgpst-qphzti-rdcipxcbtci-635[ipctx],bxaxipgnvgpstqphztirdcipxcbtci,ipctx,635,ipctx,bxaxipgn-vgpst-qphzti-rdcipxcbtci,military grade basket containment
